,EXEC_TIME,MSIZE,BSIZE,NUM_NODES,NUM_CPUS,INPUT_SIZE
EXEC_TIME,1.0,0.22747862813061892,0.6795686942077156,0.017972492918504935,0.017972492918504893,0.8363797397212569
MSIZE,0.22747862813061892,1.0,-0.17765399238553065,0.044370382130494365,0.044370382130494344,0.405633358301794
BSIZE,0.6795686942077156,-0.17765399238553065,1.0,0.16509814901991526,0.16509814901991512,0.6621653850707973
NUM_NODES,0.017972492918504935,0.044370382130494365,0.16509814901991526,1.0,1.0000000000000007,0.1425938691047975
NUM_CPUS,0.017972492918504893,0.044370382130494344,0.16509814901991512,1.0000000000000007,1.0,0.1425938691047974
INPUT_SIZE,0.8363797397212569,0.405633358301794,0.6621653850707973,0.1425938691047975,0.1425938691047974,1.0
