EXEC_TIME,MSIZE,BSIZE,CPUS_PER_NODE,NUM_NODES,NUM_CPUS,CPU_AVG,MEM_AVG,CPU_AVG_USED,MEM_AVG_USED,Linear Regression_FILTERED,Polynomial Regression_FILTERED,Random Forest_FILTERED,FFNN_FILTERED,XGBoost_FILTERED
1542,8,1000,112,4,336,18.31,14.3,61.52,48.05,2561.2266172333957,1037.7947192819443,1615.1636666666668,1582.8958984375,1567.7795
846,8,800,112,16,1680,3.6,13.89,60.48,233.35,1633.9058406940599,1222.3447578307432,878.082,807.14384765625,852.2075
336,8,600,112,4,336,17.16,13.55,57.66,45.53,1056.6032175536207,143.3395718644939,357.272,287.1377868652344,334.10092
2901,14,1000,112,8,784,23.02,14.02,180.48,109.92,2880.4214609807395,2667.131308744147,2948.936,2858.449365234375,2917.099
2686,13,1000,112,5,448,35.15,15.95,157.47,71.46,2861.251863047741,2516.9112317958825,2715.838,2639.857568359375,2732.3315
2461,22,800,112,6,560,75.34,17.0,421.9,95.2,2660.652877453639,3255.9620133096314,2629.048,2682.288525390625,2787.481
207,40,200,112,12,1232,34.25,15.22,421.96,187.51,1448.8068475257319,130.81550692012084,300.642,52.826123046875,208.86838
7590,20,1200,112,8,784,46.56,18.4,365.03,144.26,4010.264363467786,7295.023296635119,7155.368,7553.7013671875,7350.5234
72,19,200,112,3,224,38.19,14.77,85.55,33.08,258.70444578525905,249.9492063546406,78.902,65.91715850830079,94.343094
115,14,128,112,6,560,2.1,13.93,11.76,78.01,-370.48937087126205,-15.55398314291898,100.904,-2.2233421325683596,95.839035
3198,15,1000,112,8,784,26.68,15.44,209.17,121.05,2943.3433280885993,2883.0854281609077,3208.06,3118.0888671875,3207.3027
3563,17,1000,112,5,448,59.59,17.68,266.96,79.21,3112.939331479181,3944.0189683818476,3477.574,3715.24638671875,3553.627
39,8,256,112,5,448,7.21,13.87,32.3,62.14,-251.95699589593983,103.46037869504113,43.598,89.58910827636718,41.035034
640,20,512,112,12,1232,25.52,14.27,314.41,175.81,1363.9757571187574,541.579786318837,600.9348809523809,637.4527465820313,622.47644
28,16,128,112,3,224,19.48,13.77,43.64,30.84,-200.89336748068013,35.26921874699087,32.515,24.91198558807373,32.05193
62,16,200,112,8,784,12.48,14.05,97.84,110.15,-2.981604163090765,54.452042011195545,91.26,68.25815048217774,74.8574
307,20,400,112,8,784,36.63,14.54,287.18,113.99,1001.0175641082365,266.04524695343537,320.246,333.2102981567383,281.75253
1278,12,800,112,5,448,29.53,14.96,132.29,67.02,2046.0182960999937,1109.7553526536578,1302.714,1293.0746826171876,1273.951
3511,30,800,112,12,1232,61.68,16.91,759.9,208.33,3076.5232759667947,3821.51987821535,3421.304,3424.843115234375,3537.134
1124,22,512,112,4,336,,,,,1606.492209134109,1575.4454943175342,1194.6870095238096,1186.6509765625,1205.7896
81,15,128,112,6,560,4.25,13.91,23.8,77.9,-307.5675037634021,-34.980167039516346,94.722,40.716573333740236,108.73108
853,18,600,112,3,224,86.48,16.01,193.72,35.86,1700.405978357174,1628.2465040404154,887.798,1161.67470703125,908.9207
255,14,400,112,16,1680,8.58,14.08,144.14,236.54,506.8136436614447,232.93478369235345,259.514,303.3461395263672,254.4711
876,17,512,112,3,224,60.84,15.89,136.28,35.59,1306.4669633197636,1036.4597314065222,852.064,727.8325927734375,723.23114
136,10,400,112,4,336,23.14,13.65,77.75,45.86,430.13525192945303,128.41589243242188,141.264,154.01938018798828,127.254616
15,8,200,112,2,112,28.08,13.49,31.45,15.11,-418.85200267624623,-173.37644315753727,36.044,3.0925512313842773,-11.391237
693,15,600,112,3,224,88.63,17.04,198.53,38.17,1511.6403770335942,1021.5937920544249,695.454,643.3272338867188,732.00256
267,18,400,112,5,448,54.24,14.27,243.0,63.93,918.9260990673786,441.40021920353956,266.378,152.90047378540038,241.30692
192,14,400,112,4,336,26.74,14.67,89.85,49.29,681.8227203608927,311.6419586295992,193.586,133.91613159179687,188.46854
706,14,600,112,16,1680,9.95,14.09,167.16,236.71,1259.125343501332,523.2120011427327,674.352,709.5988647460938,695.8467
1566,8,1000,112,8,784,7.68,14.7,60.21,115.25,2502.8902583335794,1828.5352934623124,1683.226,1561.1790283203125,1572.9093
4351,12,1200,112,5,448,30.46,16.29,136.46,72.98,3550.6416957797687,4021.433126491903,4307.898,4450.407421875,4358.444
441,10,600,112,6,560,16.5,13.76,92.4,77.06,1153.2787723194324,449.4921681398467,426.73999999999995,484.27073364257814,455.13614
41,15,200,112,3,224,42.42,14.58,95.02,32.66,7.016977353819357,126.44502561765793,47.174,93.32653427124023,44.851463
1072,10,800,112,16,1680,5.6,13.94,94.08,234.19,1759.7495749097798,1160.2757802067122,1024.152,1002.6614501953125,1091.3391
341,22,400,112,8,784,46.51,14.8,364.64,116.03,1126.8612983239564,302.81454604867304,347.5033333333334,497.244287109375,304.90552
4347,12,1200,112,6,560,24.37,16.33,136.47,91.45,3536.0576060548146,4036.273920880379,4139.040866666666,4409.81875,4356.086
2712,8,1200,112,8,784,7.89,14.89,61.86,116.74,3255.201958173467,3182.150754004819,2767.938,2819.119287109375,2746.2825
265,10,512,112,2,112,77.59,16.42,86.9,18.39,880.597983289698,108.22271150439309,278.774,339.79876403808595,399.04193
805,8,800,112,8,784,7.51,14.53,58.88,113.92,1750.5785584936918,1047.5259219240074,857.51,815.7397094726563,824.846
75,20,128,112,12,1232,5.64,14.11,69.48,173.84,-80.4627065738265,347.23010430973005,155.937,49.30649185180664,288.2841
1316,12,800,112,16,1680,7.82,14.2,131.38,238.56,1885.5933091254997,1153.4242544061904,1308.758,1278.550439453125,1321.0549
183,12,400,112,6,560,18.09,14.32,101.3,80.19,526.8108066952649,242.9986284964143,194.166,200.92737884521483,209.83142
25,8,200,112,4,336,11.53,13.25,38.74,44.52,-448.02018212615417,-16.16456469372588,28.528,70.08844890594483,16.212034
345,12,512,112,4,336,35.8,14.34,120.29,48.18,977.2735380555098,347.1620262642605,350.91211904761883,401.6460815429688,341.1535
42,19,128,112,2,112,49.96,15.44,55.96,17.29,2.4563235678535875,239.6555799633399,77.92,57.70204830169678,66.35435
29,17,128,112,2,112,43.5,14.48,48.72,16.22,-123.3874106478662,172.90046366308064,50.628,25.53554458618164,50.684837
124,19,256,112,3,224,58.99,14.74,132.14,33.02,469.3517217404275,402.96327417198665,125.868,84.0139846086502,162.18767
16,12,128,112,3,224,13.08,13.73,29.3,30.76,-452.58083591211994,-40.79851426309165,21.194,39.444969177246094,18.113035
131,20,256,112,4,336,45.45,14.89,152.71,50.03,517.6894991233335,266.81340237823014,123.894,35.24399261474609,151.96089
5497,15,1200,112,5,448,47.47,18.3,212.67,81.98,3739.4072971033484,5476.006884222209,5367.878,5423.940625,5566.2305
552,12,600,112,4,336,11.11,14.02,37.33,47.11,1308.2906859850602,503.6884619291773,540.2873333333333,548.9796630859375,549.4453
487,20,400,112,3,224,49.09,15.47,109.96,34.65,1073.9380127330064,998.6374630282681,484.256,435.5327880859375,456.90097
431,32,200,112,2,112,83.38,15.26,93.39,17.09,1091.2728079123922,1259.5395623255122,790.292,294.89505462646486,297.81436
91,15,256,112,3,224,40.89,15.31,91.59,34.29,217.66425330898778,211.12529109665812,84.04,102.15702667236329,89.97258
37,14,200,112,4,336,17.37,14.27,58.36,47.95,-70.48897947899468,57.0450197783573,39.028,25.927316665649414,30.912083
200,36,200,112,6,560,52.18,14.76,292.21,82.66,1284.6239174440161,-387.42619362328924,281.43,174.1344572544098,281.11456
80,17,256,112,5,448,34.35,13.92,153.89,62.36,314.33980807479963,110.90812802456702,79.836,67.17133464813233,87.518776
370,13,512,112,5,448,31.09,14.37,139.28,64.38,1025.6113154384157,407.734333371544,378.1945,415.83783569335935,356.78094
162,12,400,112,3,224,41.2,14.82,92.29,33.2,570.5630758701269,216.76930176913731,168.57,205.45037536621095,162.46211
9245,24,1000,112,6,560,51.81,18.4,290.14,103.04,3538.808311509247,6754.039272511388,7683.593,8175.848828125,8568.781
80,22,128,112,12,1232,5.61,13.85,69.12,170.63,45.38102764189341,361.343587794057,203.225,-7.599514007568359,459.9201
36,13,200,112,4,336,13.37,14.24,44.92,47.85,-133.41084658685463,46.25938769553119,38.404,21.12035949230194,31.952047
91,10,200,112,16,1680,2.46,13.75,41.33,231.0,-497.18552460988235,-435.41894398424074,119.92300000000002,40.17538747787476,82.33872
231,16,400,112,5,448,43.57,14.72,195.19,65.95,793.0823648516587,346.4706041879704,229.026,149.24120483398437,218.02397
26,17,128,112,3,224,31.77,14.34,71.16,32.12,-137.97150037282017,48.85440688055644,35.434,61.52519283294678,28.396997
1661,24,400,112,2,112,83.79,15.28,93.84,17.11,1340.2095708894003,1987.7365931800496,2556.728,1686.741357421875,1912.8783
30,19,128,112,4,336,22.11,14.64,74.29,49.19,-26.711855882054465,-46.7137108759091,46.2,50.765354084968564,38.00071
4667,36,600,112,6,560,72.76,16.46,407.46,92.18,2789.2473171237907,4939.713967019577,4052.08,4229.291064453125,4624.8735
70,15,256,112,5,448,26.8,14.11,120.06,63.21,188.49607385907973,102.69782968227332,70.26,53.599484062194826,79.15415
543,12,600,112,3,224,17.04,14.42,38.17,32.3,1322.8747757100143,518.9729803096769,547.246,494.03228149414065,551.2277
31,16,128,112,5,448,12.48,14.09,55.91,63.12,-230.06154693058818,-56.916044058887906,34.912,50.74325933456421,26.41135
41,20,128,112,2,112,54.34,15.05,60.86,16.86,65.37819067571354,270.54284697880723,91.548,51.5192587852478,50.359325
36,10,256,112,2,112,50.56,14.4,56.63,16.13,-82.3609925053579,-26.339891016168394,37.704,11.271995162963867,22.334324
1420,20,128,112,6,560,0.63,14.63,3.53,81.93,7.041831775897549,-174.36941494435035,966.176,700.1920593261718,931.79364
516,30,400,112,12,1232,50.02,15.4,616.25,189.73,1571.8998762870199,690.8642198223433,587.482,536.4635681152344,530.0087
1349,48,200,112,2,112,91.74,15.48,102.75,17.34,2098.022681638152,2600.9932004458187,2140.316,1401.9673828125,2214.3804
5057,14,1200,112,8,784,23.33,15.22,182.91,119.32,3632.733160820627,4739.856238128882,4919.322,5111.04560546875,5119.784
2931,14,1000,112,16,1680,10.81,14.48,181.61,243.26,2763.7487431811073,2462.7327074711407,2888.1653333333334,3082.1044921875,2984.9788
42,13,200,112,5,448,15.93,13.78,71.37,61.73,-147.9949363118086,48.26491797717529,45.042,87.3545142173767,36.72341
3337,16,1000,112,5,448,53.0,17.32,237.44,77.59,3050.017464371321,3553.1525695528667,3300.022,3355.714697265625,3309.7427
11701,48,400,112,2,112,96.09,16.21,107.62,18.16,2850.3343814780387,8463.146799967008,9192.084,9759.5931640625,10598.229
5156,24,1000,112,12,1232,42.44,17.02,522.86,209.69,3451.3037731595227,4661.835835565578,5242.618666666666,5094.9544921875,5407.4326
460,16,512,112,4,336,63.62,14.94,213.76,50.2,1228.9610064869496,732.0043657580836,491.492,470.321728515625,542.3408
