EXEC_TIME,MSIZE,BSIZE,CPUS_PER_NODE,NUM_NODES,NUM_CPUS,CPU_AVG,MEM_AVG,CPU_AVG_USED,MEM_AVG_USED,Linear Regression_ORIGINAL,Polynomial Regression_ORIGINAL,Random Forest_ORIGINAL,FFNN_ORIGINAL,XGBoost_ORIGINAL
115,8,400,112,6,560,8.58,13.46,48.05,75.38,20.186569455109975,462.808122755864,124.56,85.20306932926178,138.51718
4731,13,1200,112,5,448,35.54,16.79,159.22,75.22,4247.039557376917,4442.271737707564,4554.368,4751.516015625,4686.439
1827,17,800,112,3,224,75.24,17.37,168.54,38.91,2845.3303731245846,2776.703372446249,1819.042,2046.0929443359375,1909.8864
41,22,128,112,4,336,28.27,14.25,94.99,47.88,257.9306276306311,-4.548348621019841,68.942,48.98451385498047,85.12973
7339,36,800,112,12,1232,50.6,17.32,623.39,213.38,4730.85634649576,6020.887629499348,7206.676,7159.2740234375,7595.6484
2991,13,1000,112,16,1680,8.54,14.11,143.47,237.05,3192.986265890254,2414.6698662363683,2895.73,2760.646240234375,2857.435
1901,19,512,112,2,112,79.75,17.03,89.32,19.07,1738.5307919758243,1651.3385885657897,1710.31,1779.0301025390625,1784.1156
56,13,200,112,8,784,8.04,13.43,63.03,105.29,-401.82196616384294,165.27923122857356,74.186,26.650942993164062,60.19284
265,17,400,112,8,784,27.52,14.61,215.76,114.54,940.3754031545938,194.33434174653252,272.114,287.31366577148435,269.76154
12496,32,1200,112,12,1232,74.35,20.71,915.99,255.15,6156.465720513191,14721.27727404178,11364.292,13459.2375,12340.283
5668,15,1200,112,4,336,62.15,19.67,208.82,66.09,4468.787213029374,6015.020185421461,5433.282,5582.87841796875,5627.0176
2010,10,1000,112,6,560,17.31,14.42,96.94,80.75,2997.7908735608844,1601.335714028171,1996.9831999999997,2071.848046875,1992.9496
52,18,200,112,3,224,38.99,14.38,87.34,32.21,182.42241017367064,154.29965438051215,58.582,104.44564743041992,56.97033
16,13,128,112,2,112,30.8,14.42,34.5,16.15,-662.2582060688526,-60.55909546746807,23.34,66.02450370788574,10.044889
55,8,128,112,6,560,1.55,13.55,8.68,75.88,-1234.5524875238168,6.466275491145325,50.149,-10.911579132080078,71.86103
698,15,600,112,5,448,24.55,14.94,109.98,66.93,1689.0303748109568,725.2478067980333,700.38,632.6521301269531,702.3005
3303,15,1000,112,4,336,33.61,16.28,112.93,54.7,3546.184965250751,3500.874826791596,3239.832,3127.966748046875,3162.8872
1301,17,512,112,2,112,82.27,16.51,92.14,18.49,1528.7332312059173,1250.4889599048233,1246.196,1263.0392578125,1245.6455
2051,10,1000,112,12,1232,7.92,13.81,97.57,170.14,2926.09030426559,2317.6407990830858,2128.653666666667,1951.585009765625,2043.7885
51,18,200,112,5,448,31.0,13.55,138.88,60.7,158.52222040857237,-16.187303033785156,55.528,97.05253181457519,38.288273
21,14,128,112,2,112,29.47,14.28,33.01,15.99,-557.359425683899,-12.929136140887977,23.66,82.47999649047851,18.118692
346,12,512,112,5,448,26.37,14.54,118.14,65.14,968.3890446335021,367.3769535350308,350.75983333333335,322.3321899414062,349.54605
55,12,200,112,8,784,5.89,13.9,46.18,108.98,-506.72074654879657,190.4220496167299,74.84933333333335,26.161637353897095,57.32502
597,13,600,112,5,448,33.26,14.65,149.0,65.63,1479.2328140410496,570.9785069352234,586.486,590.6716064453125,587.43005
471,16,512,112,5,448,47.39,15.21,212.31,68.14,1387.9841661733162,522.2601716014165,488.732,401.1378112792969,510.5581
551,12,600,112,5,448,28.43,14.5,127.37,64.96,1374.334033656096,516.0486048566203,556.138,533.898681640625,554.43567
1897,17,800,112,4,336,48.0,16.03,161.28,53.86,2833.3802782420353,2433.4295496369077,1874.196,1881.3520751953124,1896.9254
3699,19,800,112,3,224,49.9,17.12,111.78,38.35,3055.1279338944914,3559.3581563065454,3164.502,3407.09384765625,3458.857
792,64,200,112,6,560,74.9,15.54,419.44,87.02,4971.916023233886,-1122.330249141762,1431.964,452.4659820556641,973.9971
4691,13,1200,112,4,336,31.74,16.96,106.65,56.99,4258.989652259466,4613.941654366683,4586.898,4615.47373046875,4708.66
106,8,400,112,4,336,13.89,13.49,46.67,45.33,44.08675922020825,230.12794411965524,117.638,90.00792632102966,95.51813
56,12,256,112,5,448,14.65,14.08,65.63,63.08,-212.54183252313487,86.18804646262834,56.808,132.0351989746094,68.94735
10152,48,600,112,6,560,79.4,17.13,444.64,95.93,5138.740032631875,9720.61462812716,9054.402,9894.856640625,9162.512
4781,13,1200,112,16,1680,9.44,14.86,158.59,249.65,4115.588513668877,4299.981163374242,4495.246,4627.4625,4812.548
15,8,128,112,3,224,8.02,12.86,17.96,28.81,-1198.7022028761692,-219.19510297742988,20.13,-57.500275421142575,20.77272
145,32,200,112,12,1232,25.92,14.76,319.33,181.84,1543.454481620078,654.7304616711178,199.0395,78.08873767852783,84.68313
2081,19,800,112,8,784,41.08,15.67,322.07,122.85,2995.377459481746,2025.2856946050476,2089.872,2127.4902099609376,2234.8528
271,10,512,112,4,336,25.63,14.28,86.12,47.98,770.5415787461442,295.9351050555367,276.208,302.8780487060547,258.2617
66,18,128,112,12,1232,4.29,13.85,52.85,170.63,-257.26525296957607,473.2350868761535,75.277,158.34745330810546,34.814102
404,14,512,112,3,224,72.18,15.41,161.68,34.52,1202.0867951685075,584.3255893418063,434.23,447.36879272460936,470.3025
65,8,200,112,12,1232,1.52,13.88,18.73,171.0,-974.1162476188072,120.12413788589316,71.587,6.049774169921875,61.24508
1256,12,800,112,3,224,17.62,14.74,39.47,33.02,2320.836471199817,1195.566999410134,1289.87,1215.055078125,1255.6123
12448,40,800,112,6,560,89.27,18.19,499.91,101.86,5222.152037330869,12268.8920996981,11041.088,12921.697265625,12290.734
265,10,512,112,3,224,38.89,14.57,87.11,32.64,782.4916736286933,255.01806290089087,256.56,325.90626831054686,283.3191
56,22,128,112,2,112,55.63,14.81,62.31,16.59,281.83081739572935,384.4939675631024,155.524,-73.23513984680176,65.955315
246,14,400,112,8,784,16.1,14.24,126.22,111.64,625.679061999733,285.58425257849734,239.334,259.8763153076172,222.49084
52,15,200,112,5,448,14.0,14.28,62.72,63.97,-156.17412074628828,-4.051181290790396,52.758,43.59850263595581,41.99738
117,17,128,112,6,560,3.79,14.15,21.22,79.24,-290.46346405923487,-46.44762179053646,117.448,151.7394241333008,131.46472
1912,50,400,112,12,1232,60.67,15.87,747.45,195.52,4354.234776327864,2323.364780221942,1878.31,1787.084912109375,1678.294
127,19,256,112,12,1232,13.44,13.91,165.58,171.37,438.09896599369586,363.1413860843123,126.542,103.29069519042969,106.832924
2446,22,800,112,8,784,54.47,15.31,427.04,120.03,3310.0738006366064,2687.316425116309,2462.531333333333,2386.011962890625,2412.8726
346,8,600,112,6,560,10.52,13.04,58.91,73.02,942.7888172337327,592.9392730235845,391.922,330.0258728027344,304.4048
818,15,600,112,8,784,25.25,14.49,197.96,113.6,1653.1800901633094,613.9269647816732,766.258,772.2272338867188,738.7437
15291,50,800,112,12,1232,65.33,17.71,804.87,218.19,6199.4392718851095,13163.335399930113,12943.356,13631.31875,14321.817
166,8,400,112,16,1680,2.98,13.89,50.06,233.35,-99.3143793703814,-120.61030817700725,202.512,142.08273010253907,158.67805
2017,10,1000,112,6,560,17.35,14.66,97.16,82.1,2997.7908735608844,1601.335714028171,1996.9831999999997,2071.848046875,1992.9496
2647,13,1000,112,3,224,70.05,18.74,156.91,41.98,3348.337499363393,2785.3536459341367,2659.394,2450.061328125,2692.8484
126,8,400,112,8,784,5.53,13.98,43.36,109.6,-3.7136203099883005,672.3444544523788,131.888,113.65350723266602,121.962135
130,20,256,112,12,1232,14.59,14.24,179.75,175.44,542.9977463786495,375.34441348347485,125.74983333333333,80.85880432128906,142.2334
791,8,800,112,6,560,11.1,13.68,62.16,76.61,1865.3910650123553,772.8878744504768,867.2608333333334,770.4009887695313,791.41974
1491,14,800,112,3,224,78.96,17.8,176.87,39.87,2530.6340319697238,1763.0727364820307,1474.564,1438.934326171875,1480.3138
2035,20,512,112,2,112,85.79,16.27,96.08,18.22,1843.429572360778,1870.2803633943947,1869.758,2013.458984375,1967.334
1651,15,800,112,8,784,26.12,14.94,204.78,117.13,2575.782337941932,1416.649217254937,1615.338,1698.1168212890625,1614.8092
26,15,128,112,2,112,35.71,14.45,40.0,16.18,-452.46064529894534,35.42531717558245,37.704,118.78949432373047,36.952385
453,19,400,112,3,224,46.94,15.64,105.15,35.03,1209.9234383372466,759.4436114611811,432.754,436.07074584960935,412.34653
4711,13,1200,112,8,784,20.21,15.62,158.45,122.46,4211.18927272927,4225.962559633603,4609.13,4657.42109375,4716.251
5831,16,1200,112,5,448,53.72,18.56,240.67,83.15,4561.735898531778,6385.896536909932,5509.798,6026.2017578125,5856.3257
26,15,128,112,4,336,13.21,13.82,44.39,46.44,-476.3608350640436,-73.50746736127144,32.064,-8.589925003051757,18.877651
38,12,200,112,4,336,17.8,13.36,59.81,44.89,-458.9203670186,-8.40038976636913,38.87,-5.037313461303711,26.900259
3540,10,1200,112,16,1680,5.76,14.23,96.77,239.06,3800.8921725140162,3928.298484148154,3323.402,3527.430126953125,3522.2896
70,10,200,112,12,1232,3.5,13.32,43.12,164.1,-764.3186868488999,174.5559471812433,77.60668571428572,-15.820881462097168,62.91046
293,19,400,112,8,784,35.04,14.44,274.71,113.21,1150.172963924501,169.21035982881682,297.628,255.95025939941405,271.01202
21,14,128,112,3,224,20.05,14.39,44.91,32.23,-569.3095205664479,-69.36376109512241,24.738,-3.3134593963623047,21.27692
656,14,600,112,5,448,38.28,14.93,171.49,66.89,1584.1315944260032,640.7500597829353,641.664,619.6036193847656,637.70105
2690,30,600,112,6,560,72.34,16.64,405.1,93.18,3250.5619857027104,3094.9423500217617,2975.524,2199.9596435546873,2771.3657
96,20,200,112,12,1232,10.45,13.8,128.74,170.02,284.6691170006354,447.4756263080316,100.45419047619042,130.94403400421143,78.2785
1066,20,512,112,4,336,54.86,15.8,184.33,53.09,1819.5293825956796,1120.695069473368,981.1613333333332,848.4042114257812,965.5379
176,13,400,112,3,224,60.12,15.38,134.67,34.45,580.5307560275253,277.970297162026,177.026,179.00435791015624,162.78775
14486,36,1000,112,12,1232,50.85,18.22,626.47,224.47,5653.458594274382,11154.300426805708,12661.806,13040.995703125,14148.002
1522,14,800,112,5,448,39.17,15.6,175.48,69.89,2506.733842204626,1451.3876814483351,1500.948,1554.2896728515625,1477.3529
30,20,128,112,3,224,37.11,14.16,83.13,31.72,60.083161743273195,95.22534525396406,48.586,17.478849935531617,56.854317
509,16,512,112,12,1232,16.56,13.88,204.02,171.0,1304.3335019954725,490.5206158199122,515.588,344.928466796875,511.11432
236,15,400,112,8,784,21.92,14.13,171.85,110.78,730.5778423846866,247.87181510482674,237.994,305.91896667480466,253.42229
1316,12,800,112,8,784,16.41,14.76,128.65,115.72,2261.085996787071,1169.7662128013244,1308.322,1318.87216796875,1263.8347
1360,36,400,112,6,560,68.68,16.15,384.61,90.44,2957.3524202338094,1644.6193056186955,1419.78,1252.716357421875,1371.9913
47,17,200,112,4,336,26.1,13.98,87.7,46.97,65.57353490616788,27.62658904210332,49.398,31.099602890014648,38.594353
15,8,128,112,4,336,5.71,13.2,19.19,44.35,-1210.6522977587185,-143.45025070878,20.188,-18.212484550476074,19.71017
5629,15,1200,112,8,784,26.95,16.11,211.29,126.3,4420.986833499177,5131.728559737334,5409.024,5511.91484375,5599.781
60,14,256,112,4,336,31.07,14.18,104.4,47.64,9.205823129321288,63.34367614936741,57.134,26.58180389404297,58.75285
1556,8,1000,112,6,560,11.02,13.91,61.71,77.9,2787.9933127909776,1202.5623093231966,1626.0340666666661,1647.2004638671874,1530.2894
11,8,128,112,2,112,15.1,13.94,16.91,15.61,-1186.7521079936203,-283.80050119171733,13.608,-10.700347137451171,-17.019415
81,18,256,112,4,336,50.22,14.93,168.74,50.16,428.80094466913556,125.67594073020683,83.818,62.598577880859374,87.09325
3573,17,1000,112,3,224,76.66,18.89,171.72,42.31,3767.932620903207,4944.793818392737,3474.414,3701.16513671875,3596.894
1671,22,128,112,6,560,1.08,14.96,6.05,83.78,234.0304378655328,-101.25976250409553,1243.96,719.3043609619141,1201.8403
806,17,600,112,4,336,48.33,15.47,162.39,51.98,1910.778030463413,1128.5045917426555,797.03,748.2443359375,801.17474
41,10,256,112,3,224,22.95,13.77,51.41,30.84,-398.4392035279436,20.56627963548999,41.746,-1.8308917999267578,33.5319
517,64,200,112,12,1232,54.15,15.09,667.13,185.91,4900.215453938592,-896.9828588652408,1085.092,138.95726623535157,603.84717
248,17,400,112,4,336,67.44,15.38,226.6,51.68,988.1757826847903,393.2063989732725,246.88,152.58766403198243,244.68095
26,13,128,112,5,448,6.68,13.91,29.93,62.32,-698.1084907164998,-66.5727860697981,32.128,61.25345993041992,23.01447
1397,13,800,112,8,784,19.33,14.71,151.55,115.33,2365.9847771720247,1231.8682674101337,1384.736,1454.7563720703124,1360.4614
231,20,256,112,2,112,76.38,15.73,85.55,17.62,662.4986952041409,629.1755218493973,234.83,149.79491512775422,221.76505
971,36,400,112,12,1232,44.83,15.91,552.31,196.01,2885.651850938514,974.9679100265212,953.342,969.525341796875,994.02374
172,12,400,112,4,336,33.39,13.94,112.19,46.84,463.6818807600225,213.6033105180063,172.10933333333335,177.5247009277344,166.09285
741,16,600,112,4,336,40.43,15.37,135.84,51.64,1805.8792500784593,977.3519794646622,743.618,695.66591796875,747.66614
6301,30,800,112,6,560,74.58,17.56,417.65,98.34,4173.164233481333,6546.90714867721,6289.282,6456.68564453125,6494.717
4671,22,1000,112,6,560,78.97,18.99,442.23,106.34,4256.576238180327,6274.926894598385,4417.189666666666,5525.45810546875,5119.939
95,24,200,112,5,448,40.11,15.21,179.69,68.14,787.9149027182937,-0.4092400831272016,271.064,319.4028015136719,-15.357748
30,18,128,112,2,112,48.08,15.65,53.85,17.53,-137.7643041440847,183.68107504710838,37.416,-33.57910842895508,53.340252
120,18,256,112,12,1232,12.22,13.61,150.55,167.68,333.20018560874246,351.9929900583709,117.788,125.89408888816834,123.805214
346,12,256,112,6,560,2.57,13.87,14.39,77.67,-224.491927405684,133.99640801090584,247.93,171.21271362304688,158.72787
116,18,256,112,3,224,55.18,14.91,123.6,33.4,440.7510395516847,263.24989351853685,110.396,111.52357635498046,110.05463
10984,36,800,112,6,560,74.09,17.63,414.9,98.73,4802.556915791054,9760.721953522936,9582.056,10515.8640625,10684.344
76,17,256,112,4,336,45.52,13.96,152.95,46.91,323.90216428418194,104.27442806184882,75.932,43.53297576904297,81.42423
366,30,200,112,2,112,79.95,15.29,89.54,17.12,1453.1578696756621,1228.5431216371694,600.63,200.3686180114746,273.33566
75,19,128,112,12,1232,3.79,13.8,46.69,170.02,-152.36647258462267,525.2294465183807,86.52400000000002,167.79437713623048,8.665445
10751,50,600,112,6,560,84.73,17.3,474.49,96.88,5348.537593401781,10678.838080071553,9460.578,10681.05703125,10570.7705
4393,12,1200,112,4,336,40.27,17.12,135.31,57.52,4154.090871874513,3964.576495395001,4308.762,4204.019287109375,4375.935
245,13,400,112,16,1680,7.32,13.97,122.98,234.7,425.1795225543865,62.483926155275185,297.412,208.48908386230468,248.46114
651,13,512,112,2,112,70.61,16.27,79.08,18.22,1109.138109666103,600.1581714161001,611.574,657.377294921875,678.24744
206,8,512,112,4,336,16.36,13.34,54.97,44.82,560.744017976237,279.88232536812575,226.24433333333334,188.5271873474121,180.70139
96,8,400,112,2,112,42.41,14.18,47.5,15.88,67.98694898530653,44.28699954467834,266.626,157.15070190429688,89.974815
111,17,256,112,3,224,49.55,14.89,110.99,33.35,335.8522591667311,217.6983227796469,105.38,94.95863494873046,104.8291
86,22,200,112,8,784,21.82,14.39,171.07,112.82,542.267057300739,-19.402205163481426,161.6146666666667,282.04011154174805,80.25564
70,16,256,112,4,336,40.6,13.82,136.42,46.44,219.0033838992283,86.67490867444138,71.966,48.00717010498047,73.41634
4426,22,800,112,4,336,68.72,17.75,230.9,59.64,3357.874180166803,4275.856729844031,3790.8133333333335,4534.54189453125,4149.343
